Date,Open,High,Low,Close,Adj Close,Volume
2022-11-11,63100.000000,63200.000000,62300.000000,62900.000000,62509.175781,20037163
2022-11-14,62900.000000,62900.000000,61700.000000,61900.000000,61515.390625,15973416
2022-11-15,62200.000000,62500.000000,61600.000000,62400.000000,62012.281250,12310986
2022-11-16,62400.000000,62700.000000,61700.000000,62700.000000,62310.417969,12909260
2022-11-17,62000.000000,62000.000000,61300.000000,61400.000000,61018.496094,13298296
2022-11-18,61800.000000,62400.000000,61400.000000,61800.000000,61416.011719,12236503
2022-11-21,61400.000000,61800.000000,60800.000000,61400.000000,61018.496094,9378097
2022-11-22,60900.000000,61200.000000,60300.000000,60600.000000,60223.464844,9411289
2022-11-23,61200.000000,61300.000000,60700.000000,61000.000000,60620.980469,8765050
2022-11-24,61200.000000,61700.000000,60900.000000,61400.000000,61018.496094,8125010
2022-11-25,61400.000000,61700.000000,60800.000000,61000.000000,60620.980469,6677933
2022-11-28,60500.000000,60500.000000,59800.000000,60100.000000,59726.574219,8589032
2022-11-29,59900.000000,60600.000000,59800.000000,60600.000000,60223.464844,7014160
2022-11-30,60400.000000,62200.000000,60200.000000,62200.000000,61813.523438,19768903
2022-12-01,63100.000000,63200.000000,62300.000000,62600.000000,62211.039063,16631445
2022-12-02,62500.000000,62500.000000,60400.000000,60400.000000,60024.710938,15331184
2022-12-05,60900.000000,61100.000000,60000.000000,60300.000000,59925.332031,13767787
2022-12-06,59800.000000,60100.000000,59200.000000,59200.000000,58832.164063,13888300
2022-12-07,58800.000000,59600.000000,58500.000000,58900.000000,58534.027344,12100662
2022-12-08,58700.000000,59200.000000,58600.000000,59200.000000,58832.164063,12986815
2022-12-09,59300.000000,60600.000000,59300.000000,60400.000000,60024.710938,10529632
2022-12-12,59900.000000,60000.000000,59400.000000,59500.000000,59130.300781,9036472
2022-12-13,59600.000000,60300.000000,59400.000000,59700.000000,59329.058594,9040873
2022-12-14,59800.000000,60600.000000,59800.000000,60500.000000,60124.085938,8207485
2022-12-15,59800.000000,60200.000000,59300.000000,59300.000000,58931.542969,8716039
2022-12-16,58300.000000,59500.000000,58300.000000,59500.000000,59130.300781,13033596
2022-12-19,59500.000000,59900.000000,59100.000000,59500.000000,59130.300781,7696187
2022-12-20,59000.000000,59100.000000,58500.000000,58600.000000,58235.894531,9284761
2022-12-21,58700.000000,59100.000000,58000.000000,58000.000000,57639.621094,10356971
2022-12-22,58100.000000,59100.000000,58100.000000,59100.000000,58732.785156,10720630
2022-12-23,58200.000000,58400.000000,57700.000000,58100.000000,57739.000000,9829407
2022-12-26,58000.000000,58100.000000,57700.000000,57900.000000,57540.242188,6756411
2022-12-27,58000.000000,58400.000000,57900.000000,58100.000000,57739.000000,10667027
2022-12-28,57600.000000,57600.000000,56400.000000,56600.000000,56600.000000,14665410
2022-12-29,56000.000000,56200.000000,55300.000000,55300.000000,55300.000000,11295935
